Ransomware Family,TacticID,TechniqueID,Sub-TechID,Action,Num. CAR,Num. Sigma,Num. ES SIEM,Num. Splunk,Total
MidasRansomware,Privilege Escalation,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
KoxicRansomware,Defense Evasion,T1562,T1562.001,Uses taskkill to terminate AV processes,3,74,39,45,161
HaronRansomware,Defense Evasion,T1562,T1562.001,Uses taskkill to terminate processes,3,74,39,45,161
KoxicRansomware,Defense Evasion,T1562,T1562.001,Uses taskkill to terminate processes,3,74,39,45,161
MidasRansomware,Defense Evasion,T1562,T1562.001,Uses taskkill to terminate processes,3,74,39,45,161
BianLianRansomware,Discovery,T1518,T1518.001,"Uses the ""uname"" system call to query kernel version information (possible evasion)",1,4,2,0,7
CerberRansomware,Discovery,T1518,T1518.001,"Uses the ""uname"" system call to query kernel version information (possible evasion)",1,4,2,0,7
DeadBoltRansomware,Discovery,T1518,T1518.001,"Uses the ""uname"" system call to query kernel version information (possible evasion)",1,4,2,0,7
MoishaRansomware,Discovery,T1518,T1518.001,"Uses the ""uname"" system call to query kernel version information (possible evasion)",1,4,2,0,7
RedAlertRansomware,Discovery,T1518,T1518.001,"Uses the ""uname"" system call to query kernel version information (possible evasion)",1,4,2,0,7
SunnyDayRansomware,Discovery,T1518,T1518.001,"Uses the ""uname"" system call to query kernel version information (possible evasion)",1,4,2,0,7
KoxicRansomware,Execution,T1059,No Suitable Sub-techniques,"Very long cmdline option found, this is very uncommon (may be encrypted or packed)",1,51,64,57,173
LockBitRansomware,Execution,T1059,No Suitable Sub-techniques,"Very long cmdline option found, this is very uncommon (may be encrypted or packed)",1,51,64,57,173
HaronRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Write process memory,0,23,13,26,62
HaronRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Write process memory,0,23,13,26,62
CrytoxRansomware,Persistence,T1547,T1547.001,Write self start registry common,4,31,9,2,46
CrytoxRansomware,Privilege Escalation,T1547,T1547.001,Write self start registry common,4,31,9,2,46
AgendaRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
BlackBastaRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
CubaRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
OnyxRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
PandoraRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
RookRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
SugarRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
SunnyDayRansomware,Impact,T1486,No sub-techniques,Writes a notice file (html or txt) to demand a ransom,0,10,1,7,18
CuratorRansomware,Discovery,T1082,No sub-techniques,Writes ini files,2,14,7,5,28
BlackBastaRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
ChaosRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
DearCryRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
LokiLockerRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
PLAYRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
SugarRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Writes ini files,0,12,2,1,15
CrytoxRansomware,Defense Evasion,T1055,T1055.001,Writes to foreign memory regions,2,8,0,4,14
SynAckRansomware,Defense Evasion,T1055,T1055.001,Writes to foreign memory regions,2,8,0,4,14
CrytoxRansomware,Privilege Escalation,T1055,T1055.001,Writes to foreign memory regions,2,8,0,4,14
SynAckRansomware,Privilege Escalation,T1055,T1055.001,Writes to foreign memory regions,2,8,0,4,14
LokiLockerRansomware,Defense Evasion,T1127,T1127,Not available,0,17,8,9,34
QuantumRansomware,Unknown,No technique,No sub-techniques,Not available,0,0,0,0,0
